Timestamp,Egg ID,Type,Position,Size,Area,Aspect Ratio,Roundness
2025-03-19 10:00:06,83,Good Egg,"(403, 261)","(25, 32)",525.5,0.78125,0.7138040924469604
2025-03-19 10:00:06,84,Bad Egg,"(542, 329)","(58, 32)",863.5,1.8125,0.4018464740246225
2025-03-19 10:00:06,82,Bad Egg,"(191, 309)","(239, 74)",581.5,3.22972972972973,0.004438864017932166
2025-03-19 10:00:06,85,Bad Egg,"(411, 345)","(125, 103)",4128.5,1.2135922330097086,0.21273860637730438
2025-03-19 10:00:07,82,Bad Egg,"(190, 310)","(239, 73)",3493.5,3.2739726027397262,0.04789733273736983
2025-03-19 10:00:07,82,Good Egg,"(191, 348)","(148, 36)",2893.5,4.111111111111111,0.2922090251720916
2025-03-19 10:00:07,85,Bad Egg,"(412, 346)","(124, 103)",4188.0,1.203883495145631,0.24085414612128714
2025-03-19 10:00:07,86,Bad Egg,"(543, 329)","(57, 33)",862.5,1.7272727272727273,0.34669654374683456
2025-03-19 10:00:07,85,Bad Egg,"(411, 346)","(125, 103)",4132.0,1.2135922330097086,0.2124147229025354
2025-03-19 10:00:07,82,Bad Egg,"(191, 345)","(185, 39)",3095.0,4.743589743589744,0.15275245568798454
2025-03-19 10:00:07,87,Bad Egg,"(368, 309)","(61, 54)",1204.0,1.1296296296296295,0.14951616132883983
2025-03-19 10:00:07,85,Bad Egg,"(411, 346)","(125, 103)",4132.0,1.2135922330097086,0.2124147229025354
2025-03-19 10:00:07,82,Bad Egg,"(191, 345)","(185, 39)",3095.0,4.743589743589744,0.15275245568798454
2025-03-19 10:00:07,87,Bad Egg,"(368, 309)","(61, 54)",1204.0,1.1296296296296295,0.14951616132883983
2025-03-19 10:00:07,88,Bad Egg,"(409, 346)","(127, 104)",4178.0,1.2211538461538463,0.22190243020469252
2025-03-19 10:00:07,89,Bad Egg,"(191, 310)","(238, 73)",4266.5,3.26027397260274,0.0875258851921699
2025-03-19 10:00:07,88,Bad Egg,"(415, 346)","(121, 104)",968.0,1.1634615384615385,0.017271037881348896
2025-03-19 10:00:07,90,Bad Egg,"(340, 308)","(87, 56)",1676.5,1.5535714285714286,0.14525745116123928
2025-03-19 10:00:07,91,Bad Egg,"(191, 311)","(238, 73)",4274.5,3.26027397260274,0.07141182872288425
2025-03-19 10:00:07,92,Good Egg,"(403, 261)","(25, 33)",507.0,0.7575757575757576,0.6576496124266689
2025-03-19 10:00:07,91,Good Egg,"(190, 349)","(136, 35)",2939.5,3.8857142857142857,0.3654576261521001
2025-03-19 10:00:07,93,Bad Egg,"(543, 330)","(56, 33)",863.0,1.696969696969697,0.34273261321367454
2025-03-19 10:00:07,94,Bad Egg,"(338, 311)","(93, 53)",1869.0,1.7547169811320755,0.22217037874015502
2025-03-19 10:00:07,92,Good Egg,"(402, 261)","(26, 33)",506.0,0.7878787878787878,0.47467085513816776
2025-03-19 10:00:07,91,Bad Egg,"(191, 331)","(237, 53)",3011.5,4.471698113207547,0.04700971257394534
